Категорія	O
.	O

Висота	O
від	O
сучасної	O
підлоги	O
133	O
см	O
,	O
відстань	O
від	O
лівого	O
кута	O
Опис	B-inscription
.	O

Категорія	O
.	O

Категорія	O
.	O

ХІІ	O
,	O
2	O
)	O
Розташування	B-other
.	O

Пам'ятний	O
напис	B-inscription
.	O
Графіті	B-inscription
№	O
4298	O
(	O
табл	O
.	O
СІ	O
,	O
3	O
)	O
Розташування	B-other
.	O

Висота	O
від	O
основи	O
107	O
см	O
.	O
Опис	B-inscription
.	O

Автор	O
напису	O
походив	O
з	O
родини	O
Доманських	O
(	O
герб	O
Ларисса)196	O
,	O
особа	O
з	O
таким	O
ім'ям	O
згадується	O
наприкінці	O
XVI	O
ст.197	O
,	O
що	O
не	O
суперечить	O
датуванню	O
графіті	B-inscription
.	O

В.	O
Корнієнко164	O

Молитовний	O
напис	B-inscription
.	O
Графіті	B-inscription
№	O
224	O
(	O
табл	O
.	O
LХ	O
,	O
1	O
)	O
Публікації	O
.	O

Молитовний	O
напис	B-inscription
.	O
Графіті	B-inscription
№	O
588	O
(	O
табл	O
.	O
ХLII	O
,	O
1	O
)	O
Розташування	B-other
.	O

Розташування	B-other
.	O

Хрести	O
,	O
монограми	O
,	O
теонімограми	O
.	O

Розташування	B-other
.	O

Біля	O
останнього	O
слова	O
попереднього	O
напису	O
в	O
два	O
рядки	O
виконане	O
слово	O
м(оу)ч(е)н(и)ка	O
'	O
мучеників	O
'	O
,	O
яке	O
слід	O
тлумачити	O
як	O
виправлення	O
до	O
тексту	O
графіті	B-inscription
№	O
502	O
.	O

Датування	B-dating_criteria
.	O

Висота	O
від	O
сучасної	O
підлоги	O
41	O
см	O
,	O
відстань	O
від	O
правого	O
кута	O
Опис	B-inscription
.	O

Епіграфічні	O
пам'ятки	O
знаходяться	O
на	O
нижньому	O
фрагменті	O
ко-	O
лони	O
,	O
їх	O
нараховується	O
дев'ять	O
–	O
№	O
№	O
4253–4261	O
.	O

Розташування	B-other
.	O

Категорія	O
.	O

Кінець	O
XVI	O
–	O
кінець	O
XVII	O
ст.	O
;	O
за	O
формою	O
прорізів	O
та	O
скорописними	O
формами	O
написання	O
літер	O
.	O

Друга	O
чверть	O
XІІ	O
–	O
початок	O
XІІI	O
ст.	O
;	O
за	O
формою	O
написання	O
а	O
з	O
видов-	O
женою	O
спинкою	O
,	O
в	O
,	O
верхня	O
петля	B-other
якої	O
ширша	O
за	O
нижню	O
,	O
нахиленої	O
праворуч	O
е	O
,	O
прямолі-	O
нійної	O
р	O
з	O
петлею	O
кутом	O
вгору	O
;	O
з	O
притаманних	O
цьому	O
періоду	O
палеографічних	O
ознак	O
випадає	O
тільки	O
літера	O
б	O
,	O
що	O
має	O
петлю	O
з	O
двома	O
заломами	O
,	O
але	O
це	O
наслідок	O
невдалого	O
ви-	O
конання	O
літери	O
автором	O
напису	O
.	O
Категорія	O
.	O

Категорія	O
.	O

Категорія	O
.	O

Категорія	O
.	O

Ця	O
версія	O
дослідника	O
спиралась	O
на	O
текст	O
напису	O
№	O
73	O
,	O
який	O
він	O
вважав	O
пов'язаним	O
з	O
малюнком	O
.	O

Відтак	O
,	O
напис	B-inscription
міг	O
бути	O
виконаний	O
автором	O
тільки	O
тоді	O
,	O
коли	O
він	O
знаходився	O
на	O
риштуванні	O
.	O

Висота	O
від	O
сучасної	O
підлоги	O
114,5	O
см	O
,	O
відстань	O
від	O
лівого	O
ребра	O
Опис	B-inscription
.	O

грешън(о)мꙋ	O
амин	O
.	O

Висота	O
від	O
сучасної	O
підлоги	O
46,5	O
см	O
,	O
відстань	O
від	O
лівого	O
кута	O
Опис	B-inscription
.	O

ХV	O
,	O
5	O
)	O

Кінець	O
ХVI	O
–	O
кінець	O
XVII	O
ст.	O
;	O
за	O
формою	O
прорізів	O
.	O
Категорія	O
.	O

Датування	B-dating_criteria
.	O

Молитовний	O
напис	B-inscription
.	O
Графіті	B-inscription
№	O
156	O
(	O
табл	O
.	O
LVІІІ	O
,	O
LІХ	O
)	O
Публікації	O
.	O

Збереженість	O
напису	O
добра	O
,	O
його	O
складові	O
чітко	O
читаються	O
:	O
ст͠хъм҃мчⷩкъ	O

Датування	B-dating_criteria
.	O

Висота	O
від	O
сучасної	O
підлоги	O
112	O
см	O
,	O
відстань	O
від	O
правого	O
ребра	O
Опис	B-inscription
.	O

ХСІХ	O
,	O
2	O
)	O

Публікації	O
.	O

У	O
верхньому	O
рядку	O
помітні	O
пошкод-	O
жені	O
літери	O
ГДИ	O
,	O
у	O
нижньому	O
–	O
МЕ	O
та	O
щогла	B-object_type
наступної	O
літери	O
.	O

На	O
фресці	O
виконане	O
особове	O
та	O
родове	O
імена	O
автора	O
Юко	O
Росоичакъ	O
'	O
Юрко	O
Росотинчак	O
'	O
.	O
